user_segment,users,avg_pred_prob,actual_purchase_rate,avg_view_count,avg_cart_count
low,351895,0.07146790621059994,0.00032396027224029897,1.0,0.0
medium,351895,0.07146790621059994,0.0003324855425624121,1.0,0.0
high,351895,0.07322701184523496,0.00037795365094701547,1.1603205501641114,0.0
very_high,351895,0.208387125688058,0.0322681481691982,4.411006123985848,0.19702468065758252
